id,name,city,category,lat,lng,note,website,created_at
"186","Monterey Farmers Market at Del Monte Shopping Center","Monterey","farmstand","36.58369","-121.89375","Year-round Monterey Bay Certified Farmers Market in the rear parking lot behind California Pizza Kitchen at Del Monte Shopping Center. Fridays 8am to noon, rain or shine, with California-grown produce, artisan products, flowers, and plants. This is not the Tuesday Old Monterey Marketplace on Alvarado Street.","https://montereybayfarmers.org/our-markets","2026-04-16 23:23:38.862553"
"213","Deetjen's Big Sur Inn","Big Sur","restaurant","36.21744","-121.75087","Historic Big Sur inn and restaurant in a 1930s Norwegian homestead setting: fireplaces, candlelight, wood, and creekside atmosphere instead of cliff-view spectacle. Breakfast is served daily; dinner currently runs Friday through Tuesday and reservations matter. The anti-gloss Big Sur meal, in the best sense.","https://www.deetjens.org","2026-04-19 22:50:45.818301"
"173","Nepenthe","Big Sur","restaurant","36.221836","-121.75929","The classic Big Sur terrace restaurant, about 800 feet above the Pacific at 48510 Highway 1. Opened in 1949 and still built around the Ambrosia Burger, long views, Cafe Kevah, and the Phoenix Shop. Go earlier in the day if you want the best odds of clear coastline before fog moves in.","https://www.phoenixshopbigsur.com","2026-04-16 23:23:38.862553"
"183","Sierra Mar at Post Ranch Inn","Big Sur","restaurant","36.229893","-121.76513","Sierra Mar is the dramatic dining room at Post Ranch Inn, high on the Big Sur cliffs with floor-to-ceiling Pacific views. The current public-facing experience is farm-driven coastal California cooking, prix fixe lunch and dinner, and a Wine Spectator Grand Award list. Reserve ahead; availability for nonguests is limited.","https://postranchinn.com/dining","2026-04-16 23:23:38.862553"
"195","Solstice at The Village Big Sur","Big Sur","restaurant","36.269768","-121.80791","Solstice is the wood-hearth restaurant inside The Village Big Sur at 46840 Highway 1. Chef Tim Eelman's menu leans live-fire California: hyper-local produce, sustainably sourced Monterey Bay seafood, smoke, coals, and a wine list built around organic, biodynamic, and sustainably farmed producers. Dinner Wednesday through Sunday.","https://www.thevillagebigsur.com/solstice","2026-04-16 23:38:05.559813"
"223","Aubergine at L'Auberge Carmel","Carmel","restaurant","36.55413","-121.92422","Two-Michelin-starred tasting-menu restaurant inside L'Auberge Carmel. Chef Justin Cogley's precise, seasonal cooking makes Aubergine the Peninsula's most serious fine-dining room; the experience is polished, intimate, and priced accordingly. Book well ahead and come hungry.","https://auberginecarmel.com","2026-04-27 17:40:34.921612"
"197","Chez Noir","Carmel","restaurant","36.556934","-121.92233","One-Michelin-starred Carmel-by-the-Sea restaurant from Jonny and Monique Black. Coastal California cooking with a seafood spine, serious sourcing from the Monterey Peninsula, and a Central Coast-aware wine program. It still feels like a neighborhood house rather than a trophy room, which is the point.","https://cheznoircarmel.com","2026-04-17 21:12:38.697166"
"178","Cultura Comida y Bebida","Carmel","restaurant","36.555992","-121.923065","Oaxacan-rooted Carmel restaurant in Su Vecino Court. The food and beverage program is scratch-made, local-ingredient driven, and built around the culture of Oaxaca -- moles, mezcal, masa, and seasonal Monterey County produce rather than generic resort-town Mexican food.","https://culturacarmel.com","2026-04-16 23:23:38.862553"
"193","Il Tegamino","Carmel","restaurant","36.554756","-121.92408","Hidden Italian comfort-food restaurant in the Court of the Golden Bough, tucked behind Cottage of Sweets on Ocean Avenue between Lincoln and Monte Verde. Giuseppe and Colleen Panzuto's small family-run room is not visible from the street, which is part of why it still feels like a local find.","https://iltegaminocarmel.com","2026-04-16 23:37:57.78561"
"212","Stationaery","Carmel","restaurant","36.556187","-121.92141","Neighborhood restaurant in San Carlos Square, run by Anthony and Alissa Carnazzo with chef Amalia Scatena leading the kitchen. Breakfast/lunch, a take-away window, natural wines, and dinner service later in the week; the cooking pulls heavily from Monterey and Santa Cruz County farms and ranches. Coffee, bottles, and beach-bound provisions make it more useful than a standard brunch room.","https://thestationaery.com","2026-04-19 22:50:45.818301"
"196","Phil's Fish Market & Eatery","Castroville","restaurant","36.76573","-121.75833","Phil DiGirolamo's cioppino institution, now at 10700 Merritt Street in Castroville after the move from Moss Landing. The eatery and fish market still revolve around cioppino, chowder, fried seafood, and direct retail; the new address puts it squarely in artichoke country rather than on the harbor.","https://philsfishmarket.com","2026-04-16 23:38:09.408411"
"227","Alta Bakery & Cella Restaurant","Monterey","restaurant","36.59763","-121.89499","Alta Bakery and Cella share the Historic Cooper-Molera Adobe at 502 Munras Ave. Ben Spungin's daytime bakery/cafe brings breads, pastries, coffee, sandwiches, soups, salads, and garden seating; Cella carries the property into a seasonal Central Coast dinner/bar program with Cal Stamenov also part of the kitchen.","https://www.altamonterey.com","2026-05-03 01:15:24.965127"
"192","Montrio","Monterey","restaurant","36.599773","-121.895386","Downtown Monterey restaurant in the city's 1910 first firehouse. Michelin-recognized without tasting-menu formality: sustainably minded seafood, local farm produce, prime meats, European-American comfort, and a broad wine/cocktail program. A reliable reservation before or after an Alvarado Street walk.","https://montrio.com","2026-04-16 23:37:53.926305"
"179","Tarpy's Roadhouse","Monterey","restaurant","36.58228","-121.83031","Historic roadhouse steakhouse on Highway 68 at 2999 Monterey-Salinas Hwy. Rustic stone, garden patios, steaks, seafood, ribs, and generous comfort food rather than tiny-plate performance. It remains one of the Peninsula's most reliable group-dinner and special-occasion rooms.","https://tarpys.com","2026-04-16 23:23:38.862553"
"211","Spotted Duck Restaurant","Pacific Grove","restaurant","36.620815","-121.91675","Former Jeninni Kitchen + Wine Bar space at 542 Lighthouse Ave, now Spotted Duck. Chef-owner Jerry Regester runs a seasonal brasserie/bistro menu in the Historic Holman Building, with local produce, duck, seafood, and a compact dinner schedule. A current Pacific Grove dinner pick rather than the old Jeninni wine-bar identity.","https://www.spottedduckpg.com","2026-04-19 22:50:45.818301"
"176","Passionfish","Pacific Grove","restaurant","36.622337","-121.920975","Long-running Pacific Grove sustainable-seafood restaurant at 701 Lighthouse Ave, built by founders Ted and Cindy Walter around realistic wine pricing and ocean-conscious sourcing. Now carried forward by Meral Alpay and Berk Guvenc, it remains the Peninsula's benchmark for well-priced bottles and purpose-driven seafood.","https://passionfish.net","2026-04-16 23:23:38.862553"
"182","Wild Fish","Pacific Grove","restaurant","36.6205","-121.91702","Pacific Grove seafood restaurant at 545 Lighthouse Ave focused on locally caught sustainable seafood and organic produce. The menu shifts with what suppliers and fishermen bring in, and the room stays small enough that reservations matter. A direct, low-flash counterpoint to the Peninsula's more polished seafood rooms.","https://wild-fish.com","2026-04-16 23:23:38.862553"
"171","Albatross Ridge","Carmel","winery","36.55529","-121.92259","Downtown Carmel tasting room for a Carmel Valley estate perched about seven miles from the Pacific. The vineyard sits around 1,250 feet, not 2,200, and focuses on estate Pinot Noir and Chardonnay shaped by coastal wind, diatomaceous soils, and low-yield mountain farming.","https://albatrossridge.com","2026-04-16 23:23:38.862553"
"191","Caraccioli Cellars","Carmel","winery","36.554703","-121.922585","Family-run Carmel-by-the-Sea tasting room making one of Monterey County's strongest sparkling-wine arguments. Estate Escolle Vineyard fruit from the Santa Lucia Highlands, Brut Cuvee and Brut Rose as benchmarks, and a methode champenoise program shaped by the late Michel Salgues of Roederer Estate.","https://caracciolicellars.com","2026-04-16 23:37:50.07413"
"206","Chalone Vineyard","Carmel","winery","36.554493","-121.92064","Historic Chalone estate fruit, tasted from the Carmel Plaza room at Ocean and Mission. The vineyard near Pinnacles is Monterey County's oldest producing vineyard, planted in 1919, with limestone and calcium-rich soils that give Chardonnay, Pinot Noir, Chenin Blanc, and Pinot Blanc a distinctive mineral profile. The remote estate remains the story; Carmel is the visitor door.","https://chalonevineyard.com","2026-04-19 22:50:45.818301"
"210","De Tierra Vineyards","Carmel","winery","36.556637","-121.92086","Carmel-by-the-Sea tasting room in a cottage about a block and a half off Ocean Avenue, not the Crossroads. De Tierra pours a broad Monterey County portfolio -- Russell Vineyard, single-varietal wines, blends, sparkling, dessert wines -- and offers locally sourced small bites in one of Carmel's larger tasting-room spaces.","https://detierra.com","2026-04-19 22:50:45.818301"
"162","Bernardus Winery","Carmel Valley","winery","36.4792","-121.73049","Flagship Carmel Valley producer with the Village tasting room at 5 W. Carmel Valley Road. Bernardus is still the Marinus Bordeaux-blend reference point for the appellation, but Lucia Restaurant is at Bernardus Lodge down the valley, not on the tasting-room property. Treat this as a winery stop first; make separate plans for the lodge restaurant.","https://bernardus.com","2026-04-16 23:23:38.862553"
"167","Chesebro Wines","Carmel Valley","winery","36.477795","-121.72911","Small, family-owned Carmel Valley Village winery with a casual tasting room and estate-grown wines from Carmel Valley and Arroyo Seco vineyards. The strength is personal, unpretentious pouring -- often by people close to the farming and cellar work -- rather than resort-style theater.","https://chesebrowines.com","2026-04-16 23:23:38.862553"
"225","Corral Wine Co.","Carmel Valley","winery","36.47813","-121.72995","Family-owned Corral Wine Co. tasting room at 19 E. Carmel Valley Rd., Suite A. A Bell Family Vineyards project with estate fruit from Corral de Tierra / Pastures of Heaven and Monterey AVA sources, started from a barn-barreled estate Pinot Noir in 2017 and now pouring an unfussy Central Coast range in the Village.","https://www.corralwine.com","2026-05-03 00:39:40.884487"
"163","Folktale Winery","Carmel Valley","winery","36.528748","-121.82028","Hospitality standout on 15 acres of sustainably farmed vineyards and gardens along the Carmel River. Daily tastings, food, weekend live music, larger events, and a setting that works for people who want wine without the stiff tasting-room ritual. One of the easiest Carmel Valley stops to turn into an afternoon.","https://folktalewinery.com","2026-04-16 23:23:38.862553"
"166","Holman Ranch","Carmel Valley","winery","36.47921","-121.73174","Historic Holman Ranch tasting room is in Carmel Valley Village at 18 W. Carmel Valley Road; the private estate and winery at 60 Holman Road are by appointment. Estate-grown Pinot Noir and Chardonnay are the focus, with ranch tours and cave/hacienda experiences available when booked separately.","https://holmanranch.com","2026-04-16 23:23:38.862553"
"199","McIntyre Vineyards","Carmel Valley","winery","36.479443","-121.73226","Carmel Valley Village tasting room for one of the Santa Lucia Highlands' most authoritative growers. McIntyre's 80-acre estate was first planted in 1973 and includes some of the Highlands' oldest Pinot Noir and Chardonnay vines; the Village room at 24 W. Carmel Valley Rd makes those wines accessible without driving River Road.","https://mcintyrevineyards.com","2026-04-17 21:12:46.65906"
"165","Taste Morgan","Carmel","winery","36.536884","-121.9091","Taste Morgan is Morgan Winery's Crossroads Carmel tasting room at 204 Crossroads Blvd. Dan Lee and the Morgan label are Santa Lucia Highlands originals, with Double L Vineyard Pinot Noir and Chardonnay as reference points. Open daily; walk-ins are typically welcome.","https://morganwinery.com","2026-04-16 23:23:38.862553"
"226","Rombi Wines","Carmel Valley","winery","36.47876","-121.73154","Tiny Carmel Valley Village tasting room at 1 Center St for Salvatore Rombi's limited-production reds. The estate is small, the wines are direct-to-consumer, and weekend tastings often mean talking through Cabernet, Merlot, Petite Sirah, and Petit Verdot with the people closest to the vines and barrels. Saturday-Sunday noon to 5pm; weekday tastings by appointment.","https://rombiwines.com","2026-05-03 00:43:46.992415"
"209","Silvestri Vineyards","Carmel","winery","36.55387","-121.92232","Carmel-by-the-Sea tasting room for Alan Silvestri's Carmel Valley estate vineyard. The range is unusually broad for Monterey -- Chardonnay, Pinot Noir, Syrah, Barbera, Pinot Blanc, Pinot Gris, and Cabernet Sauvignon -- with the full lineup poured in a polished downtown Carmel room.","https://silvestrivineyards.com","2026-04-19 22:50:45.818301"
"164","Wrath Wines","Carmel","winery","36.554184","-121.92035","Carmel Plaza tasting room for Wrath's small-production, site-driven Pinot Noir, Chardonnay, Syrah, and Sauvignon Blanc from its estate vineyard and selected Santa Lucia Highlands sites. Open daily in downtown Carmel; the wines are serious, coastal, and built around vineyard character rather than tasting-room flash.","https://wrathwines.com","2026-04-16 23:23:38.862553"
"170","Scheid Vineyards Estate Winery","Greenfield","winery","36.425144","-121.30678","Greenfield estate winery and tasting room just off Highway 101 at 1972 Hobson Ave, with vineyard views, outdoor deck, demonstration vineyard, and bocce. Scheid Family Wines farms thousands of sustainable estate acres across a 70-mile span of the Salinas Valley and is a useful stop for understanding Monterey at grower scale.","https://www.scheidvineyards.com","2026-04-16 23:23:38.862553"
"172","A Taste of Monterey","Monterey","winery","36.6167","-121.89972","Cannery Row wine bar, market, and bistro with bay-facing windows one block from the Aquarium. Now showcases 95-plus Monterey County wineries / 100-plus wines rather than the older 70-wine claim, with flights, by-the-glass pours, retail bottles, small plates, and maps for building a wider wine-country plan.","https://atasteofmonterey.com","2026-04-16 23:23:38.862553"
"220","Pessagno Winery","Salinas","winery","36.48085","-121.48429","River Road tasting room at 1645 River Road, Salinas, pouring limited-production wines from prestigious single vineyards in Monterey and San Benito Counties. Current public hours are generally Thursday through Monday, noon to 5pm; closed Tuesday and Wednesday. A focused stop if you're already driving the River Road corridor.","https://pessagnowines.com","2026-04-19 22:52:15.712144"
